Item Identifier,Item Type,Item Fat Content,Item Weight,Item Visibility,Outlet Identifier,Outlet Establishment Year,Outlet Size,Outlet Location Type,Outlet Type,Sales,Rating
FDI27,Dairy,Regular,8.71,0.04608,OUT045,2015,High,Tier 2,Supermarket Type1,43.57,4.0
FDY02,Dairy,Regular,8.94,0.087824,OUT045,2015,High,Tier 2,Supermarket Type1,261.09,4.0
FDQ26,Dairy,Regular,13.5,0.06801,OUT045,2015,High,Tier 2,Supermarket Type1,57.26,4.0
FDB40,Dairy,Regular,17.5,0.007555,OUT045,2015,High,Tier 2,Supermarket Type1,145.91,4.0
FDT26,Dairy,Regular,18.85,0.068091,OUT045,2015,High,Tier 2,Supermarket Type1,120.64,4.0
FDL51,Dairy,Regular,20.7,0.047588,OUT045,2015,High,Tier 2,Supermarket Type1,215.09,4.0
FDD41,Frozen Foods,Regular,6.76,0.087437,OUT045,2015,High,Tier 2,Supermarket Type1,106.13,4.0
FDY28,Frozen Foods,Regular,7.47,0.0,OUT045,2015,High,Tier 2,Supermarket Type1,211.82,4.0
FDV04,Frozen Foods,Regular,7.82,0.150319,OUT045,2015,High,Tier 2,Supermarket Type1,156.93,4.0
FDS28,Frozen Foods,Regular,8.18,0.082569,OUT045,2015,High,Tier 2,Supermarket Type1,56.16,4.0
FDT16,Frozen Foods,Regular,9.9,0.048761,OUT045,2015,High,Tier 2,Supermarket Type1,260.53,4.0
FDS04,Frozen Foods,Regular,10.2,0.14696,OUT045,2015,High,Tier 2,Supermarket Type1,142.28,4.0
FDA04,Frozen Foods,Regular,11.3,0.066865,OUT045,2015,High,Tier 2,Supermarket Type1,260.2,4.0
FDO52,Frozen Foods,Regular,11.6,0.077321,OUT045,2015,High,Tier 2,Supermarket Type1,169.31,4.0
FDH05,Frozen Foods,Regular,14.35,0.091098,OUT045,2015,High,Tier 2,Supermarket Type1,233.6,4.0
FDY16,Frozen Foods,Regular,18.35,0.092414,OUT045,2015,High,Tier 2,Supermarket Type1,183.63,4.0
FDX04,Frozen Foods,Regular,19.6,0.041656,OUT045,2015,High,Tier 2,Supermarket Type1,48.54,4.0
FDA07,Fruits and Vegetables,Regular,7.55,0.031007,OUT045,2015,High,Tier 2,Supermarket Type1,123.41,4.0
FDB56,Fruits and Vegetables,Regular,8.75,0.074779,OUT045,2015,High,Tier 2,Supermarket Type1,186.36,4.0
FDH56,Fruits and Vegetables,Regular,9.8,0.063947,OUT045,2015,High,Tier 2,Supermarket Type1,116.65,4.0
FDO56,Fruits and Vegetables,Regular,10.2,0.045074,OUT045,2015,High,Tier 2,Supermarket Type1,119.18,4.0
FDF21,Fruits and Vegetables,Regular,10.3,0.0,OUT045,2015,High,Tier 2,Supermarket Type1,189.05,4.0
FDU31,Fruits and Vegetables,Regular,10.5,0.025042,OUT045,2015,High,Tier 2,Supermarket Type1,218.75,4.0
FDW19,Fruits and Vegetables,Regular,12.35,0.038579,OUT045,2015,High,Tier 2,Supermarket Type1,109.56,4.0
FDZ08,Fruits and Vegetables,Regular,12.5,0.110215,OUT045,2015,High,Tier 2,Supermarket Type1,81.86,4.0
FDS31,Fruits and Vegetables,Regular,13.1,0.044282,OUT045,2015,High,Tier 2,Supermarket Type1,178.53,4.0
FDD56,Fruits and Vegetables,Regular,15.2,0.103989,OUT045,2015,High,Tier 2,Supermarket Type1,177.01,4.0
FDG20,Fruits and Vegetables,Regular,15.5,0.125943,OUT045,2015,High,Tier 2,Supermarket Type1,176.0,4.0
FDP44,Fruits and Vegetables,Regular,16.5,0.079875,OUT045,2015,High,Tier 2,Supermarket Type1,102.73,4.0
FDF56,Fruits and Vegetables,Regular,16.7,0.119704,OUT045,2015,High,Tier 2,Supermarket Type1,182.0,4.0
FDW32,Fruits and Vegetables,Regular,18.35,0.094488,OUT045,2015,High,Tier 2,Supermarket Type1,87.19,4.0
FDR20,Fruits and Vegetables,Regular,20.0,0.028181,OUT045,2015,High,Tier 2,Supermarket Type1,46.87,4.0
FDX31,Fruits and Vegetables,Regular,20.35,0.0,OUT045,2015,High,Tier 2,Supermarket Type1,234.5,4.0
FDG09,Fruits and Vegetables,Regular,20.6,0.048034,OUT045,2015,High,Tier 2,Supermarket Type1,188.26,4.0
FDJ20,Fruits and Vegetables,Regular,20.7,0.100378,OUT045,2015,High,Tier 2,Supermarket Type1,122.44,4.0
FDT39,Meat,Regular,6.26,0.009888,OUT045,2015,High,Tier 2,Supermarket Type1,150.74,4.0
FDR51,Meat,Regular,9.04,0.173822,OUT045,2015,High,Tier 2,Supermarket Type1,151.47,4.0
FDR15,Meat,Regular,9.3,0.033506,OUT045,2015,High,Tier 2,Supermarket Type1,153.43,4.0
FDS27,Meat,Regular,10.2,0.012483,OUT045,2015,High,Tier 2,Supermarket Type1,195.41,4.0
FDM51,Meat,Regular,11.8,0.025979,OUT045,2015,High,Tier 2,Supermarket Type1,102.57,4.0
FDQ03,Meat,Regular,15.0,0.078172,OUT045,2015,High,Tier 2,Supermarket Type1,238.82,4.0
FDN51,Meat,Regular,17.85,0.020989,OUT045,2015,High,Tier 2,Supermarket Type1,260.79,4.0
FDL03,Meat,Regular,19.25,0.027136,OUT045,2015,High,Tier 2,Supermarket Type1,196.31,4.0
FDG21,Seafood,Regular,17.35,0.0,OUT045,2015,High,Tier 2,Supermarket Type1,150.21,4.0
FDX22,Snack Foods,Regular,6.78,0.023021,OUT045,2015,High,Tier 2,Supermarket Type1,208.99,4.0
FDI58,Snack Foods,Regular,7.64,0.070848,OUT045,2015,High,Tier 2,Supermarket Type1,91.71,4.0
FDV10,Snack Foods,Regular,7.64,0.0,OUT045,2015,High,Tier 2,Supermarket Type1,41.71,4.0
FDW57,Snack Foods,Regular,8.31,0.115912,OUT045,2015,High,Tier 2,Supermarket Type1,177.3,4.0
FDB46,Snack Foods,Regular,10.5,0.093954,OUT045,2015,High,Tier 2,Supermarket Type1,211.82,4.0
FDI34,Snack Foods,Regular,10.65,0.085309,OUT045,2015,High,Tier 2,Supermarket Type1,230.27,4.0
FDV34,Snack Foods,Regular,10.7,0.011449,OUT045,2015,High,Tier 2,Supermarket Type1,72.9,4.0
FDK58,Snack Foods,Regular,11.35,0.045074,OUT045,2015,High,Tier 2,Supermarket Type1,101.9,4.0
FDW46,Snack Foods,Regular,13.0,0.070444,OUT045,2015,High,Tier 2,Supermarket Type1,63.45,4.0
FDW09,Snack Foods,Regular,13.65,0.025973,OUT045,2015,High,Tier 2,Supermarket Type1,79.63,4.0
FDP22,Snack Foods,Regular,14.65,0.099333,OUT045,2015,High,Tier 2,Supermarket Type1,51.37,4.0
FDL57,Snack Foods,Regular,15.1,0.067213,OUT045,2015,High,Tier 2,Supermarket Type1,260.23,4.0
FDV57,Snack Foods,Regular,15.25,0.0,OUT045,2015,High,Tier 2,Supermarket Type1,178.17,4.0
FDC34,Snack Foods,Regular,16.0,0.173109,OUT045,2015,High,Tier 2,Supermarket Type1,155.3,4.0
FDT10,Snack Foods,Regular,16.7,0.06217,OUT045,2015,High,Tier 2,Supermarket Type1,60.96,4.0
FDL09,Snack Foods,Regular,19.6,0.128296,OUT045,2015,High,Tier 2,Supermarket Type1,167.28,4.0
FDY57,Snack Foods,Regular,20.2,0.1215,OUT045,2015,High,Tier 2,Supermarket Type1,95.08,4.0
DRC01,Soft Drinks,Regular,5.92,0.019239,OUT045,2015,High,Tier 2,Supermarket Type1,49.87,4.0
DRD01,Soft Drinks,Regular,12.1,0.0613,OUT045,2015,High,Tier 2,Supermarket Type1,56.26,4.0
FDF11,Starchy Foods,Regular,10.2,0.017667,OUT045,2015,High,Tier 2,Supermarket Type1,239.45,4.0
FDC59,Starchy Foods,Regular,16.7,0.05474,OUT045,2015,High,Tier 2,Supermarket Type1,65.72,4.0
FDB36,Baking Goods,Regular,5.46,0.048802,OUT017,2020,High,Tier 2,Supermarket Type1,132.16,4.0
FDX36,Baking Goods,Regular,9.7,0.129009,OUT017,2020,High,Tier 2,Supermarket Type1,226.94,4.0
FDP36,Baking Goods,Regular,10.4,0.091688,OUT017,2020,High,Tier 2,Supermarket Type1,49.0,4.0
FDR12,Baking Goods,Regular,12.6,0.031713,OUT017,2020,High,Tier 2,Supermarket Type1,172.58,4.0
FDA35,Baking Goods,Regular,14.85,0.054142,OUT017,2020,High,Tier 2,Supermarket Type1,124.11,4.0
FDV12,Baking Goods,Regular,16.7,0.061219,OUT017,2020,High,Tier 2,Supermarket Type1,100.04,4.0
FDH60,Baking Goods,Regular,19.7,0.081194,OUT017,2020,High,Tier 2,Supermarket Type1,198.41,4.0
FDZ47,Baking Goods,Regular,20.7,0.0,OUT017,2020,High,Tier 2,Supermarket Type1,98.7,4.0
FDT11,Breads,Regular,5.94,0.029539,OUT017,2020,High,Tier 2,Supermarket Type1,189.46,4.0
FDR59,Breads,Regular,14.5,0.064225,OUT017,2020,High,Tier 2,Supermarket Type1,262.76,4.0
FDR01,Canned,Regular,5.4,0.053925,OUT017,2020,High,Tier 2,Supermarket Type1,198.27,4.0
FDF26,Canned,Regular,6.82,0.046899,OUT017,2020,High,Tier 2,Supermarket Type1,153.8,4.0
FDI38,Canned,Regular,13.35,0.0,OUT017,2020,High,Tier 2,Supermarket Type1,206.96,4.0
FDR25,Canned,Regular,17.0,0.140311,OUT017,2020,High,Tier 2,Supermarket Type1,265.69,4.0
FDQ01,Canned,Regular,19.7,0.161611,OUT017,2020,High,Tier 2,Supermarket Type1,255.2,4.0
FDU01,Canned,Regular,20.25,0.012063,OUT017,2020,High,Tier 2,Supermarket Type1,183.59,4.0
FDC16,Dairy,Regular,11.5,0.020686,OUT017,2020,High,Tier 2,Supermarket Type1,85.05,4.0
FDZ26,Dairy,Regular,11.6,0.144832,OUT017,2020,High,Tier 2,Supermarket Type1,239.82,4.0
FDW26,Dairy,Regular,11.8,0.107663,OUT017,2020,High,Tier 2,Supermarket Type1,224.18,4.0
FDZ50,Dairy,Regular,12.8,0.079524,OUT017,2020,High,Tier 2,Supermarket Type1,181.76,4.0
FDE40,Dairy,Regular,15.6,0.099705,OUT017,2020,High,Tier 2,Supermarket Type1,63.12,4.0
FDY15,Dairy,Regular,18.25,0.171794,OUT017,2020,High,Tier 2,Supermarket Type1,154.66,4.0
FDN28,Frozen Foods,Regular,5.88,0.030419,OUT017,2020,High,Tier 2,Supermarket Type1,103.1,4.0
FDH04,Frozen Foods,Regular,6.12,0.011437,OUT017,2020,High,Tier 2,Supermarket Type1,92.45,4.0
FDI05,Frozen Foods,Regular,8.35,0.127587,OUT017,2020,High,Tier 2,Supermarket Type1,76.54,4.0
FDI53,Frozen Foods,Regular,8.9,0.138424,OUT017,2020,High,Tier 2,Supermarket Type1,163.02,4.0
FDE05,Frozen Foods,Regular,10.9,0.032638,OUT017,2020,High,Tier 2,Supermarket Type1,147.71,4.0
FDC05,Frozen Foods,Regular,13.1,0.099343,OUT017,2020,High,Tier 2,Supermarket Type1,198.18,4.0
FDQ28,Frozen Foods,Regular,14.0,0.060769,OUT017,2020,High,Tier 2,Supermarket Type1,154.87,4.0
FDH28,Frozen Foods,Regular,15.85,0.110653,OUT017,2020,High,Tier 2,Supermarket Type1,36.95,4.0
FDA28,Frozen Foods,Regular,16.1,0.048072,OUT017,2020,High,Tier 2,Supermarket Type1,126.54,4.0
FDX04,Frozen Foods,Regular,19.6,0.041807,OUT017,2020,High,Tier 2,Supermarket Type1,48.84,4.0
FDV52,Frozen Foods,Regular,20.7,0.122208,OUT017,2020,High,Tier 2,Supermarket Type1,119.75,4.0
FDT07,Fruits and Vegetables,Regular,5.82,0.077756,OUT017,2020,High,Tier 2,Supermarket Type1,254.53,4.0
FDO31,Fruits and Vegetables,Regular,6.76,0.029147,OUT017,2020,Medium,Tier 2,Supermarket Type1,79.3,4.0
FDN08,Fruits and Vegetables,Regular,7.72,0.088864,OUT017,2020,Medium,Tier 2,Supermarket Type1,119.35,4.0
FDY08,Fruits and Vegetables,Regular,9.4,0.172043,OUT017,2020,Medium,Tier 2,Supermarket Type1,139.98,4.0
FDM08,Fruits and Vegetables,Regular,10.1,0.053887,OUT017,2020,Medium,Tier 2,Supermarket Type1,225.61,4.0
FDO08,Fruits and Vegetables,Regular,11.1,0.05408,OUT017,2020,Medium,Tier 2,Supermarket Type1,165.95,4.0
FDJ44,Fruits and Vegetables,Regular,12.3,0.106929,OUT017,2020,Medium,Tier 2,Supermarket Type1,173.74,4.0
FDW19,Fruits and Vegetables,Regular,12.35,0.038718,OUT017,2020,Medium,Tier 2,Supermarket Type1,110.66,4.0
FDY20,Fruits and Vegetables,Regular,12.5,0.082215,OUT017,2020,Medium,Tier 2,Supermarket Type1,91.45,4.0
FDZ08,Fruits and Vegetables,Regular,12.5,0.110615,OUT017,2020,Medium,Tier 2,Supermarket Type1,80.66,4.0
FDO20,Fruits and Vegetables,Regular,12.85,0.152988,OUT017,2020,Medium,Tier 2,Supermarket Type1,253.74,4.0
FDR19,Fruits and Vegetables,Regular,13.5,0.160624,OUT017,2020,Medium,Tier 2,Supermarket Type1,147.01,4.0
FDX32,Fruits and Vegetables,Regular,15.1,0.100423,OUT017,2020,Medium,Tier 2,Supermarket Type1,144.78,4.0
FDQ08,Fruits and Vegetables,Regular,15.7,0.019037,OUT017,2020,Medium,Tier 2,Supermarket Type1,60.55,4.0
FDF56,Fruits and Vegetables,Regular,16.7,0.120188,OUT017,2020,Medium,Tier 2,Supermarket Type1,181.3,4.0
FDW07,Fruits and Vegetables,Regular,18.0,0.143496,OUT017,2020,Medium,Tier 2,Supermarket Type1,88.75,4.0
FDH44,Fruits and Vegetables,Regular,19.1,0.026018,OUT017,2020,Medium,Tier 2,Supermarket Type1,148.24,4.0
FDU20,Fruits and Vegetables,Regular,19.35,0.021579,OUT017,2020,Medium,Tier 2,Supermarket Type1,120.51,4.0
FDX31,Fruits and Vegetables,Regular,20.35,0.014909,OUT017,2020,Medium,Tier 2,Supermarket Type1,232.4,4.0
FDG09,Fruits and Vegetables,Regular,20.6,0.048207,OUT017,2020,Medium,Tier 2,Supermarket Type1,188.06,4.0
FDP31,Fruits and Vegetables,Regular,21.1,0.162418,OUT017,2020,Medium,Tier 2,Supermarket Type1,64.92,4.0
FDT39,Meat,Regular,6.26,0.009924,OUT017,2020,Medium,Tier 2,Supermarket Type1,152.84,4.0
FDW39,Meat,Regular,6.69,0.0,OUT017,2020,Medium,Tier 2,Supermarket Type1,176.94,4.0
FDS27,Meat,Regular,10.2,0.012529,OUT017,2020,Medium,Tier 2,Supermarket Type1,195.11,4.0
FDO15,Meat,Regular,16.75,0.008615,OUT017,2020,Medium,Tier 2,Supermarket Type1,72.4,4.0
FDU51,Meat,Regular,20.2,0.09706,OUT017,2020,Medium,Tier 2,Supermarket Type1,178.6,4.0
FDW21,Snack Foods,Regular,5.34,0.005998,OUT017,2020,Medium,Tier 2,Supermarket Type1,100.44,4.0
FDW57,Snack Foods,Regular,8.31,0.116332,OUT017,2020,Medium,Tier 2,Supermarket Type1,176.9,4.0
FDM45,Snack Foods,Regular,8.65,0.088694,OUT017,2020,Medium,Tier 2,Supermarket Type1,122.58,4.0
FDS09,Snack Foods,Regular,8.9,0.081547,OUT017,2020,Medium,Tier 2,Supermarket Type1,49.8,4.0
FDG58,Snack Foods,Regular,10.7,0.087272,OUT017,2020,Medium,Tier 2,Supermarket Type1,153.8,4.0
FDP22,Snack Foods,Regular,14.65,0.099693,OUT017,2020,Medium,Tier 2,Supermarket Type1,50.97,4.0
FDV57,Snack Foods,Regular,15.25,0.066269,OUT017,2020,Medium,Tier 2,Supermarket Type1,179.67,4.0
FDS46,Snack Foods,Regular,17.6,0.047525,OUT017,2020,Medium,Tier 2,Supermarket Type1,118.28,4.0
FDZ21,Snack Foods,Regular,17.6,0.039444,OUT017,2020,Medium,Tier 2,Supermarket Type1,95.84,4.0
FDR22,Snack Foods,Regular,19.35,0.018668,OUT017,2020,Medium,Tier 2,Supermarket Type1,112.95,4.0
FDS34,Snack Foods,Regular,19.35,0.077193,OUT017,2020,Medium,Tier 2,Supermarket Type1,112.75,4.0
DRB13,Soft Drinks,Regular,6.12,0.007084,OUT017,2020,Medium,Tier 2,Supermarket Type1,191.15,4.0
DRC13,Soft Drinks,Regular,8.26,0.032625,OUT017,2020,Medium,Tier 2,Supermarket Type1,124.67,4.0
DRY23,Soft Drinks,Regular,9.4,0.109713,OUT017,2020,Medium,Tier 2,Supermarket Type1,41.31,4.0
DRA24,Soft Drinks,Regular,19.35,0.040154,OUT017,2020,Medium,Tier 2,Supermarket Type1,164.69,4.0
FDD59,Starchy Foods,Regular,10.5,0.066555,OUT017,2020,Medium,Tier 2,Supermarket Type1,80.9,4.0
FDB35,Starchy Foods,Regular,12.3,0.064984,OUT017,2020,Medium,Tier 2,Supermarket Type1,92.58,4.0
FDC59,Starchy Foods,Regular,16.7,0.054938,OUT017,2020,Medium,Tier 2,Supermarket Type1,64.22,4.0
FDB52,Dairy,Low Fat,17.75,0.030497,OUT045,2015,Medium,Tier 2,Supermarket Type1,256.97,4.0
FDM44,Fruits and Vegetables,Low Fat,12.5,0.031113,OUT045,2015,Medium,Tier 2,Supermarket Type1,105.0,4.0
FDD09,Fruits and Vegetables,Low Fat,13.5,0.021618,OUT017,2020,Medium,Tier 2,Supermarket Type1,179.7,4.0
NCR54,Household,Low Fat,16.35,0.091074,OUT017,2020,Medium,Tier 2,Supermarket Type1,196.81,4.0
FDA46,Snack Foods,Low Fat,13.6,0.118301,OUT017,2020,Medium,Tier 2,Supermarket Type1,196.21,4.0
FDL22,Snack Foods,Low Fat,16.85,0.036596,OUT017,2020,Medium,Tier 2,Supermarket Type1,90.65,4.0
FDI40,Frozen Foods,Regular,11.5,0.125858,OUT045,2015,Medium,Tier 2,Supermarket Type1,100.54,4.0
FDI08,Fruits and Vegetables,Regular,18.2,0.066432,OUT045,2015,Medium,Tier 2,Supermarket Type1,250.11,4.0
FDR36,Baking Goods,Regular,6.72,0.122274,OUT017,2020,Medium,Tier 2,Supermarket Type1,40.35,4.0
FDF24,Baking Goods,Regular,15.5,0.025514,OUT017,2020,Medium,Tier 2,Supermarket Type1,83.79,4.0
FDI41,Frozen Foods,Regular,18.5,0.062609,OUT017,2020,Medium,Tier 2,Supermarket Type1,148.64,4.0
FDF57,Fruits and Vegetables,Regular,14.5,0.05916,OUT017,2020,Medium,Tier 2,Supermarket Type1,170.74,4.0
FDQ14,Dairy,Low Fat,9.27,0.061776,OUT035,2017,Small,Tier 2,Supermarket Type1,150.1,4.0
FDD51,Dairy,Low Fat,11.15,0.11993,OUT035,2017,Small,Tier 2,Supermarket Type1,44.27,4.0
FDJ16,Frozen Foods,Low Fat,9.2,0.114864,OUT035,2017,Small,Tier 2,Supermarket Type1,59.02,4.0
FDP19,Fruits and Vegetables,Low Fat,11.5,0.173483,OUT035,2017,Small,Tier 2,Supermarket Type1,129.07,4.0
NCN53,Health and Hygiene,Low Fat,5.18,0.03035,OUT035,2017,Small,Tier 2,Supermarket Type1,37.09,4.0
DRE48,Soft Drinks,Low Fat,8.43,0.017322,OUT035,2017,Small,Tier 2,Supermarket Type1,196.88,4.0
DRA12,Soft Drinks,Low Fat,11.6,0.0,OUT035,2017,Small,Tier 2,Supermarket Type1,141.92,4.0
FDC48,Baking Goods,Low Fat,9.2,0.015856,OUT035,2017,Small,Tier 2,Supermarket Type1,81.66,4.0
FDI24,Baking Goods,Low Fat,10.3,0.078729,OUT035,2017,Small,Tier 2,Supermarket Type1,178.44,4.0
FDO24,Baking Goods,Low Fat,11.1,0.176182,OUT035,2017,Small,Tier 2,Supermarket Type1,158.16,4.0
FDW36,Baking Goods,Low Fat,11.15,0.056922,OUT035,2017,Small,Tier 2,Supermarket Type1,107.16,4.0
FDZ60,Baking Goods,Low Fat,20.5,0.119339,OUT035,2017,Small,Tier 2,Supermarket Type1,106.06,4.0
FDW35,Breads,Low Fat,10.6,0.011087,OUT035,2017,Small,Tier 2,Supermarket Type1,41.45,4.0
FDR35,Breads,Low Fat,12.5,0.020694,OUT035,2017,Small,Tier 2,Supermarket Type1,199.17,4.0
FDM13,Breakfast,Low Fat,6.42,0.063163,OUT035,2017,Small,Tier 2,Supermarket Type1,132.26,4.0
FDQ37,Breakfast,Low Fat,20.75,0.089244,OUT035,2017,Small,Tier 2,Supermarket Type1,192.05,4.0
FDF50,Canned,Low Fat,4.9,0.117308,OUT035,2017,Small,Tier 2,Supermarket Type1,195.78,4.0
FDW25,Canned,Low Fat,5.18,0.037392,OUT035,2017,Small,Tier 2,Supermarket Type1,83.22,4.0
FDO25,Canned,Low Fat,6.3,0.127425,OUT035,2017,Small,Tier 2,Supermarket Type1,208.13,4.0
FDK14,Canned,Low Fat,6.98,0.041098,OUT035,2017,Small,Tier 2,Supermarket Type1,81.69,4.0
FDT25,Canned,Low Fat,7.5,0.050741,OUT035,2017,Small,Tier 2,Supermarket Type1,123.21,4.0
FDU13,Canned,Low Fat,8.36,0.187523,OUT035,2017,Small,Tier 2,Supermarket Type1,146.24,4.0
FDC26,Canned,Low Fat,10.2,0.126359,OUT035,2017,Small,Tier 2,Supermarket Type1,109.29,4.0
FDM14,Canned,Low Fat,13.8,0.013261,OUT035,2017,Small,Tier 2,Supermarket Type1,108.03,4.0
FDT13,Canned,Low Fat,14.85,0.018568,OUT035,2017,Small,Tier 2,Supermarket Type1,188.22,4.0
FDC02,Canned,Low Fat,21.35,0.068809,OUT035,2017,Small,Tier 2,Supermarket Type1,258.53,4.0
DRI03,Dairy,Low Fat,6.03,0.022699,OUT035,2017,Small,Tier 2,Supermarket Type1,176.4,4.0
FDB51,Dairy,Low Fat,6.92,0.038447,OUT035,2017,Small,Tier 2,Supermarket Type1,63.59,4.0
FDC39,Dairy,Low Fat,7.4,0.159165,OUT035,2017,Small,Tier 2,Supermarket Type1,207.13,4.0
FDE39,Dairy,Low Fat,7.89,0.036128,OUT035,2017,Small,Tier 2,Supermarket Type1,117.48,4.0
FDB16,Dairy,Low Fat,8.21,0.044917,OUT035,2017,Small,Tier 2,Supermarket Type1,88.52,4.0
FDY14,Dairy,Low Fat,10.3,0.070027,OUT035,2017,Small,Tier 2,Supermarket Type1,263.62,4.0
DRD15,Dairy,Low Fat,10.6,0.056785,OUT035,2017,Small,Tier 2,Supermarket Type1,231.96,4.0
DRE27,Dairy,Low Fat,11.85,0.132645,OUT035,2017,Small,Tier 2,Supermarket Type1,96.97,4.0
FDD03,Dairy,Low Fat,13.3,0.079791,OUT035,2017,Small,Tier 2,Supermarket Type1,232.73,4.0
FDI15,Dairy,Low Fat,13.8,0.141326,OUT035,2017,Small,Tier 2,Supermarket Type1,265.09,4.0
DRI51,Dairy,Low Fat,17.25,0.042234,OUT035,2017,Small,Tier 2,Supermarket Type1,173.38,4.0
DRH51,Dairy,Low Fat,17.6,0.097198,OUT035,2017,Small,Tier 2,Supermarket Type1,89.89,4.0
FDJ41,Frozen Foods,Low Fat,6.85,0.022879,OUT035,2017,Small,Tier 2,Supermarket Type1,262.36,4.0
FDD17,Frozen Foods,Low Fat,7.5,0.0,OUT035,2017,Small,Tier 2,Supermarket Type1,237.79,4.0
FDH41,Frozen Foods,Low Fat,9.0,0.081996,OUT035,2017,Small,Tier 2,Supermarket Type1,216.25,4.0
FDC17,Frozen Foods,Low Fat,12.15,0.015458,OUT035,2017,Small,Tier 2,Supermarket Type1,209.99,4.0
FDG52,Frozen Foods,Low Fat,13.65,0.065618,OUT035,2017,Small,Tier 2,Supermarket Type1,47.64,4.0
FDM52,Frozen Foods,Low Fat,15.1,0.025989,OUT035,2017,Small,Tier 2,Supermarket Type1,146.61,4.0
FDQ52,Frozen Foods,Low Fat,17.0,0.119362,OUT035,2017,Small,Tier 2,Supermarket Type1,249.44,4.0
FDV40,Frozen Foods,Low Fat,17.35,0.014689,OUT035,2017,Small,Tier 2,Supermarket Type1,74.5,4.0
FDF05,Frozen Foods,Low Fat,17.5,0.026866,OUT035,2017,Small,Tier 2,Supermarket Type1,261.69,4.0
FDG29,Frozen Foods,Low Fat,17.6,0.056281,OUT035,2017,Small,Tier 2,Supermarket Type1,40.35,4.0
FDX16,Frozen Foods,Low Fat,17.85,0.065798,OUT035,2017,Small,Tier 2,Supermarket Type1,147.8,4.0
FDL04,Frozen Foods,Low Fat,19.0,0.111902,OUT035,2017,Small,Tier 2,Supermarket Type1,105.46,4.0
FDZ52,Frozen Foods,Low Fat,19.2,0.100056,OUT035,2017,Small,Tier 2,Supermarket Type1,112.49,4.0
FDU40,Frozen Foods,Low Fat,20.85,0.037397,OUT035,2017,Small,Tier 2,Supermarket Type1,193.85,4.0
FDS08,Fruits and Vegetables,Low Fat,5.74,0.05695,OUT035,2017,Small,Tier 2,Supermarket Type1,177.94,4.0
FDG44,Fruits and Vegetables,Low Fat,6.13,0.102172,OUT035,2017,Small,Tier 2,Supermarket Type1,53.83,4.0
FDF09,Fruits and Vegetables,Low Fat,6.22,0.012147,OUT035,2017,Small,Tier 2,Supermarket Type1,37.98,4.0
FDA20,Fruits and Vegetables,Low Fat,6.78,0.066608,OUT035,2017,Small,Tier 2,Supermarket Type1,184.62,4.0
FDG45,Fruits and Vegetables,Low Fat,8.1,0.128012,OUT035,2017,Small,Tier 2,Supermarket Type1,210.99,4.0
FDX44,Fruits and Vegetables,Low Fat,9.3,0.042958,OUT035,2017,Small,Tier 2,Supermarket Type1,89.32,4.0
FDH57,Fruits and Vegetables,Low Fat,10.9,0.035741,OUT035,2017,Small,Tier 2,Supermarket Type1,131.93,4.0
FDU07,Fruits and Vegetables,Low Fat,11.1,0.059836,OUT035,2017,Small,Tier 2,Supermarket Type1,151.34,4.0
FDE45,Fruits and Vegetables,Low Fat,12.1,0.0,OUT035,2017,Small,Tier 2,Supermarket Type1,177.3,4.0
FDH32,Fruits and Vegetables,Low Fat,12.8,0.076046,OUT035,2017,Small,Tier 2,Supermarket Type1,96.54,4.0
FDG57,Fruits and Vegetables,Low Fat,14.7,0.072285,OUT035,2017,Small,Tier 2,Supermarket Type1,49.8,4.0
FDZ20,Fruits and Vegetables,Low Fat,16.1,0.0343,OUT035,2017,Small,Tier 2,Supermarket Type1,253.24,4.0
FDB09,Fruits and Vegetables,Low Fat,16.25,0.057385,OUT035,2017,Small,Tier 2,Supermarket Type1,126.2,4.0
FDC45,Fruits and Vegetables,Low Fat,17.0,0.135708,OUT035,2017,Small,Tier 2,Supermarket Type1,172.51,4.0
FDB33,Fruits and Vegetables,Low Fat,17.75,0.014577,OUT035,2017,Small,Tier 2,Supermarket Type1,160.73,4.0
FDP07,Fruits and Vegetables,Low Fat,18.2,0.089885,OUT035,2017,Small,Tier 2,Supermarket Type1,195.11,4.0
FDR08,Fruits and Vegetables,Low Fat,18.7,0.037616,OUT035,2017,Small,Tier 2,Supermarket Type1,109.19,4.0
FDG32,Fruits and Vegetables,Low Fat,19.85,0.175962,OUT035,2017,Small,Tier 2,Supermarket Type1,223.08,4.0
FDQ44,Fruits and Vegetables,Low Fat,20.5,0.036133,OUT035,2017,Small,Tier 2,Supermarket Type1,120.18,4.0
DRF23,Hard Drinks,Low Fat,4.61,0.122629,OUT035,2017,Small,Tier 2,Supermarket Type1,175.44,4.0
DRM35,Hard Drinks,Low Fat,9.7,0.070431,OUT035,2017,Small,Tier 2,Supermarket Type1,177.53,4.0
DRO47,Hard Drinks,Low Fat,10.2,0.112203,OUT035,2017,Small,Tier 2,Supermarket Type1,111.79,4.0
DRL59,Hard Drinks,Low Fat,16.75,0.02122,OUT035,2017,Small,Tier 2,Supermarket Type1,55.13,4.0
DRI23,Hard Drinks,Low Fat,18.85,0.0,OUT035,2017,Small,Tier 2,Supermarket Type1,162.06,4.0
NCK29,Health and Hygiene,Low Fat,5.62,0.125745,OUT035,2017,Small,Tier 2,Supermarket Type1,122.47,4.0
